CustomerID,I,Iu,Imax,E,Savg,R,F,M
13419.0,275,16,275,2.48345859334435,221.06,153,1,221.06
13420.0,100,8,74,2.25,78.875,150,2,157.75
13421.0,1103,87,633,4.7049996669380825,911.605,41,2,1823.21
13422.0,1321,127,1321,3.9232912257795496,2601.55,183,1,2601.55
13425.0,1122,65,520,3.931302204048312,536.4033333333333,109,3,1609.21
13426.0,2103,99,341,3.7555897452144382,367.1488888888889,11,9,3304.34
13427.0,545,25,301,2.931280892336978,194.20000000000002,20,3,582.6
13428.0,151,70,151,2.797423612115102,201.78,11,1,201.78
13429.0,1390,55,620,3.696762275457317,251.7,11,4,1006.8
13430.0,739,47,421,3.714328126933222,326.03499999999997,19,2,652.0699999999999
13431.0,672,44,556,4.021527522800472,634.55,1,2,1269.1
13434.0,300,9,240,2.4464393446710155,267.12,75,2,534.24
13435.0,2125,68,460,5.315410404110391,542.0699999999999,25,7,3794.49
13436.0,76,12,76,2.855388542207534,196.89,120,1,196.89
13437.0,1283,143,398,4.119313594895133,486.86571428571426,15,7,3408.06
13439.0,242,54,242,3.312253812589866,283.71,256,1,283.71
13441.0,204,13,204,2.411602217974672,296.64,92,1,296.64
13447.0,577,55,235,3.9836752524583203,368.27,24,3,1104.81
13448.0,1310,129,471,4.458463757778627,890.8166666666666,17,3,2672.45
13449.0,222,19,222,2.9258530145612833,291.88,24,1,291.88
13450.0,1982,32,424,3.640114494568771,340.62,27,6,2043.72
13451.0,2128,315,648,3.6704200592508105,579.652,4,5,2898.26
13452.0,2,1,1,0.0,295.0,260,2,590.0
13453.0,134,16,76,2.4692407821722844,178.49,166,2,356.98
13455.0,164,16,164,3.202819531114783,365.4,25,1,365.4
13456.0,755,41,254,4.1857296002862565,287.13666666666666,18,6,1722.82
13458.0,4980,228,938,4.660837450877936,645.1276923076923,6,13,8386.66
13460.0,286,16,197,2.1607047528877827,91.72,50,2,183.44
13461.0,1170,14,424,2.57733240884972,481.6666666666667,139,3,1445.0
13462.0,61,9,61,2.419381945646372,143.25,340,1,143.25
13464.0,403,41,403,2.8293912398017698,674.68,0,1,674.68
13466.0,258,17,258,2.53414684380524,297.95,126,1,297.95
13467.0,580,89,422,3.9493082700412323,535.9549999999999,11,2,1071.91
13468.0,2267,165,207,4.34552640040327,143.81060606060606,0,33,4745.75
13470.0,100,7,70,0.0,82.5,116,2,165.0
13471.0,1583,214,587,4.29460334026923,625.46,22,4,2501.84
13473.0,266,21,198,3.6897037321995465,211.32,39,2,422.64
13474.0,129,59,129,3.0204815456783147,226.84,237,1,226.84
13475.0,1012,64,404,3.2278998024485563,357.945,188,4,1431.78
13476.0,414,54,253,3.1697371202234166,546.385,179,2,1092.77
13477.0,1019,57,347,3.9872366098475363,241.58,5,6,1449.48
13479.0,133,13,89,2.896291529045928,145.5,201,2,291.0
13481.0,1128,97,469,3.4735000889809355,445.265,46,4,1781.06
13482.0,116,11,116,2.1180782093497093,184.64,233,1,184.64
13483.0,160,10,160,1.7709505944546686,140.34,214,1,140.34
13484.0,44,8,44,1.561278124459133,313.8,6,1,313.8
13485.0,277,23,277,3.114589262293243,454.24,234,1,454.24
13486.0,669,69,389,3.6197885957217704,374.1366666666667,79,3,1122.41
13487.0,180,18,128,2.434268573230479,191.125,58,2,382.25
13488.0,4000,244,766,4.22022427331702,631.5408333333334,9,12,7578.49
13489.0,560,11,288,2.9502120649147474,112.38000000000001,106,4,449.52
13491.0,849,68,203,3.4932595137932894,127.4275,39,8,1019.42
13492.0,408,38,152,3.2100993795936787,423.28000000000003,96,3,1269.84
13493.0,377,5,312,2.2516291673878226,249.315,98,2,498.63
13494.0,162,18,162,2.102187170949333,316.26,342,1,316.26
13495.0,452,22,268,3.734308353573256,393.1466666666667,233,3,1179.44
13496.0,112,9,112,1.6577427265048892,152.32,11,1,152.32
13497.0,109,10,109,2.6464393446710153,194.55,310,1,194.55
13499.0,1359,31,578,3.973655305505571,229.98200000000003,18,5,1149.91
13500.0,585,58,289,3.2945196535925674,378.92333333333335,24,3,1136.77
13501.0,557,52,557,3.824635874557747,1314.82,288,1,1314.82
13502.0,264,17,154,3.419381945646372,97.33333333333333,17,3,292.0
13503.0,248,17,248,1.8751310486364097,216.85,72,1,216.85
13504.0,178,22,178,2.9928560501604604,295.93,183,1,295.93
13505.0,2462,181,1217,3.9427684544736885,902.9200000000001,73,4,3611.68
13506.0,89,9,89,1.6577427265048892,151.7,317,1,151.7
13507.0,1597,146,751,3.822679310982271,619.79,108,4,2479.16
13508.0,24,12,24,2.6887218755408675,110.97,67,1,110.97
13509.0,1105,26,386,3.0431944387341727,160.78666666666666,37,6,964.72
13510.0,1386,86,421,3.5996945317696047,447.89,46,4,1791.56
13512.0,143,15,143,2.7898980954642876,251.21,261,1,251.21
13513.0,109,10,109,2.1709505944546685,205.1,216,1,205.1
13514.0,40,4,40,1.5,152.2,74,1,152.2
13515.0,681,50,208,3.259453965115938,222.78,73,4,891.12
13516.0,984,42,664,3.5312893255075863,458.1366666666667,22,3,1374.41
13517.0,1360,125,706,3.5910019869424037,703.0233333333332,30,3,2109.07
13518.0,382,36,382,3.4064821276822013,627.16,86,1,627.16
13519.0,22,8,22,2.0,110.8,78,1,110.8
13520.0,1525,47,406,4.166638177730416,552.1899999999999,0,5,2760.95
13521.0,715,312,297,2.6678174605468223,356.8233333333333,11,3,1070.47
13522.0,44,5,44,2.3219280948873626,125.8,90,1,125.8
13523.0,1380,134,528,4.195264362863821,797.7574999999999,47,4,3191.03
13524.0,322,16,116,3.033269689515109,130.036,41,5,650.18
13525.0,394,5,208,1.9182958340544893,314.39,15,2,628.78
13527.0,1664,152,808,4.130689965631114,316.94428571428574,31,7,2218.61
13529.0,74,15,44,2.732914563979398,153.88,79,2,307.76
13531.0,71,7,71,2.2359263506290326,178.35,206,1,178.35
13532.0,129,66,129,2.5341136698712385,210.31,182,1,210.31
13533.0,202,61,97,2.682808996601791,89.69666666666667,65,3,269.09
13534.0,2769,116,207,3.503980350870339,235.96434782608696,54,23,5427.18
13536.0,2126,91,473,4.783577112817615,492.0557142857143,10,7,3444.39
13538.0,175,10,50,2.328884070537636,182.97857142857146,32,7,1280.85
13539.0,320,35,134,3.2366501640156815,210.4466666666667,86,3,631.34
13544.0,112,76,63,2.9237974483227394,138.03,40,2,276.06
13546.0,357,72,144,3.64025922153934,207.03,13,3,621.09
13548.0,436,114,272,3.422680958771188,339.08,67,2,678.16
13549.0,458,37,134,3.492668129207813,131.17142857142855,3,7,918.2
13551.0,12,4,12,0.8112781244591328,91.80000000000001,320,1,91.80000000000001
13552.0,1386,81,214,4.758299634948138,294.96083333333337,87,12,3539.53
13555.0,2636,128,1321,5.282997060575962,1024.72,74,4,4098.88
13557.0,546,31,322,2.8383380085316783,292.03,29,2,584.06
13558.0,338,123,121,2.9764994056885565,148.63,24,4,594.52
13560.0,63,32,63,2.8195488277869583,171.42000000000002,301,1,171.42000000000002
13561.0,83,14,83,2.807354922057604,141.85999999999999,127,1,141.85999999999999
13562.0,757,50,294,2.96517885035532,599.7766666666666,82,3,1799.3300000000002
13563.0,209,49,146,4.02003707906587,388.765,85,2,777.53
13565.0,172,35,94,3.2501341723674377,120.11,20,2,240.22
13566.0,567,134,335,3.4043025413461834,428.42,41,2,856.84
13568.0,66,41,66,3.1032341637269654,187.05,174,1,187.05
13569.0,112,53,112,3.125392440168014,227.3,18,1,227.3
13570.0,161,27,161,3.1434143538550634,239.49,67,1,239.49
13571.0,1757,157,201,3.656779358800483,174.07833333333335,13,12,2088.94
13572.0,534,32,534,3.945464952495108,1384.25,206,1,1384.25
13573.0,302,24,292,3.7638561897747245,145.125,51,2,290.25
13575.0,449,41,154,2.93224979353445,146.414,0,5,732.07
13576.0,2532,70,285,4.4639948429121565,373.7735294117647,11,17,6354.150000000001
13577.0,771,61,260,3.141352480036596,414.575,6,4,1658.3
13579.0,130,14,130,3.1820058147602133,302.34000000000003,15,1,302.34000000000003
13581.0,30,10,30,2.9219280948873627,118.0,283,1,118.0
13583.0,725,53,725,3.9163493513868812,781.03,156,1,781.03
13584.0,37,24,37,3.136842188131012,142.4,191,1,142.4
13587.0,160,5,160,2.3219280948873626,347.0,153,1,347.0
13588.0,2575,130,640,3.52464459237673,272.21333333333337,16,9,2449.92
13589.0,114,21,86,3.6537567082870006,189.825,15,2,379.65
13590.0,1847,70,544,3.6003390896606193,330.045,3,6,1980.27
13591.0,485,56,222,3.323229585534144,372.3766666666666,183,3,1117.13
13592.0,84,15,38,2.952819531114783,61.99,66,4,247.96
13593.0,695,76,238,4.183158638877058,393.016,109,5,1965.08
13594.0,359,26,359,3.016807506186579,396.97,53,1,396.97
13596.0,384,133,192,3.2134349524653967,332.055,13,2,664.11
13598.0,51,33,51,2.4956472892845247,147.29,48,1,147.29
13599.0,2930,157,405,4.849503871751224,247.1184210526316,6,19,4695.25
13600.0,324,19,324,3.326360407952694,219.52,313,1,219.52
13601.0,548,90,275,3.6958020138651735,346.65999999999997,5,2,693.32
13602.0,267,23,267,3.2361862832554125,428.89,183,1,428.89
13603.0,164,27,164,3.352135539906905,164.34,27,1,164.34
13606.0,276,40,126,3.536280045756849,92.25,59,3,276.75
13607.0,288,93,288,3.7786837913250997,675.51,41,1,675.51
13610.0,486,163,102,3.4220428044782825,152.26857142857145,13,7,1065.88
13611.0,567,53,334,4.067184699882389,418.82500000000005,31,2,837.65
13614.0,564,171,254,4.086752876582445,396.365,25,4,1585.46
13615.0,183,22,183,3.295357051617442,399.99,319,1,399.99
13617.0,300,31,113,4.141836881113729,181.39333333333335,4,3,544.18
13618.0,246,13,246,3.0269868333592873,177.34,174,1,177.34
13621.0,343,19,343,2.6100635408770727,213.85,117,1,213.85
13623.0,285,74,137,3.9802019137682096,143.558,90,5,717.79
13626.0,209,19,209,2.8000446184790104,257.23,340,1,257.23
13627.0,1069,65,335,3.882122491341279,328.2075,30,4,1312.83
13629.0,4372,28,500,3.1660707460455413,708.3963636363636,24,11,7792.36
13630.0,1386,51,311,4.650515119872648,287.7257142857143,76,7,2014.08
13631.0,460,6,100,3.4594316186372978,274.7063636363636,144,11,3021.77
13632.0,1031,121,433,4.37907526634535,423.78599999999994,25,5,2118.93
13634.0,700,156,231,4.1326000211301785,309.47200000000004,36,5,1547.36
13635.0,677,62,677,3.6505066919330535,1071.03,275,1,1071.03
13636.0,586,57,253,3.5970814629357477,188.324,93,5,941.62
13637.0,404,78,210,3.973314638934665,267.68333333333334,53,3,803.05
13638.0,93,8,93,2.5,122.64,16,1,122.64
13639.0,800,39,800,3.5398227820087564,1033.34,75,1,1033.34
13642.0,151,57,151,3.3970621213286862,312.28,127,1,312.28
13643.0,273,24,147,2.7884504573082896,173.14666666666668,121,3,519.44
13644.0,2067,144,659,4.038270156720068,656.065,17,4,2624.26
13645.0,158,5,158,2.3219280948873626,252.1,32,1,252.1
13647.0,887,65,267,3.5554131634784927,412.03,10,4,1648.1200000000001
13649.0,72,8,72,1.75,148.8,257,1,148.8
13650.0,918,79,276,3.758490639805251,300.95666666666665,1,6,1805.74
13651.0,32,5,32,1.9219280948873625,79.2,40,1,79.2
13652.0,466,44,288,3.1320150231646102,393.14,46,2,786.28
13654.0,2182,157,723,4.019779441042954,451.22166666666664,36,6,2707.33
13655.0,605,52,490,3.9604634583929506,466.48499999999996,6,2,932.97
13656.0,490,49,377,3.65065206947179,189.825,165,2,379.65
13657.0,208,15,132,3.132914563979398,183.57,11,2,367.14
13658.0,1009,90,427,3.6101772053426937,484.294,10,5,2421.47
13659.0,868,92,547,4.258535399829586,772.125,206,2,1544.25
13662.0,532,50,180,3.5686734887095324,292.50333333333333,35,3,877.51
13663.0,91,13,91,2.045841640885174,189.47,180,1,189.47
13666.0,41,12,24,2.751629167387823,28.21666666666667,61,3,84.65
13667.0,149,82,149,3.206836880076716,299.05,150,1,299.05
13668.0,3560,280,865,4.301853050106463,300.57550000000003,11,20,6011.51
13669.0,237,9,224,2.419381945646372,109.27499999999999,51,2,218.55
13670.0,282,25,282,3.353269689515108,349.7,76,1,349.7
13672.0,38,3,38,1.584962500721156,124.26,38,1,124.26
13673.0,114,47,64,3.0794319922390496,193.72,19,2,387.44
13675.0,330,25,204,3.2888840705376348,243.41,33,2,486.82
13678.0,924,16,924,2.5,232.6,33,1,232.6
13680.0,1265,144,526,4.189597823457869,733.0033333333334,40,3,2199.01
13681.0,360,37,152,4.142003340347133,206.9575,18,4,827.83
13682.0,10,3,10,0.9182958340544894,59.5,218,1,59.5
13684.0,37,28,37,1.9147221199257838,62.13,286,1,62.13
13685.0,5056,29,2904,2.423315572187706,445.63428571428574,46,7,3119.44
13686.0,70,8,70,0.8112781244591328,72.0,65,1,72.0
13689.0,512,6,512,0.6500224216483541,910.0,153,1,910.0
13690.0,67,9,67,2.9477027792200907,172.25,30,1,172.25
13692.0,1226,48,734,3.0000721404449218,496.10666666666674,25,3,1488.32
13694.0,58740,338,9811,6.406628123468741,1271.6070833333333,26,48,61037.14
13695.0,1599,45,260,4.1259211505261835,162.942,2,15,2444.13
13697.0,177,12,177,2.2841591278514226,151.3,333,1,151.3
13699.0,66,14,66,2.005977711423774,308.58,156,1,308.58
13700.0,2281,139,448,4.071674669381413,224.863,6,10,2248.63
13703.0,10,1,10,0.0,99.5,319,1,99.5
13704.0,1531,111,340,4.044885246110864,256.4511111111111,0,9,2308.06
13705.0,260,16,134,3.0860486123130384,196.86,145,2,393.71999999999997
13706.0,189,20,189,2.608694969562842,330.79,69,1,330.79
13707.0,351,48,231,3.338513543239311,403.205,267,2,806.41
13708.0,300,48,300,3.3267865792076647,283.33,272,1,283.33
13709.0,3493,244,634,3.854412633710237,479.13153846153847,50,13,6228.71
13710.0,176,8,176,2.1556390622295667,180.48,121,1,180.48
13711.0,140,11,122,3.0269868333592873,126.03,219,2,252.06
13712.0,352,10,352,2.321928094887362,228.84,159,1,228.84
13715.0,330,56,235,3.8706068717285387,288.855,223,2,577.71
13716.0,138,21,138,3.1182751607709753,138.28,270,1,138.28
13717.0,1958,92,535,4.027348894549807,238.71,57,6,1432.26
13718.0,173,9,135,2.751629167387823,153.275,159,2,306.55
13719.0,609,56,264,3.4671089489448286,208.336,16,5,1041.68
13720.0,500,41,204,3.185580796871594,196.225,117,4,784.9
13721.0,316,28,316,3.253434386188785,524.14,274,1,524.14
13722.0,1400,75,958,4.281155097283287,789.7199999999999,132,3,2369.16
13723.0,43,6,43,2.2516291673878226,199.85,188,1,199.85
13725.0,742,94,174,4.008164119645001,235.295,50,8,1882.36
13726.0,1054,39,670,3.2038377332336734,539.83,101,2,1079.66
13727.0,162,19,120,3.001609497059027,166.74,29,2,333.48
13728.0,458,38,104,2.4778353847883454,169.35666666666665,108,6,1016.14
13730.0,488,38,249,3.472031618376354,376.3,136,2,752.6
13731.0,278,36,166,2.838253002514721,305.29499999999996,159,2,610.59
13732.0,498,33,498,3.241067604075819,491.86,29,1,491.86
13735.0,1101,156,479,4.694446238204148,700.6725,25,4,2802.69
13736.0,494,166,268,3.0075584402516493,364.04999999999995,242,2,728.1
13737.0,125,29,125,3.92323142879762,339.6,201,1,339.6
13739.0,54,3,54,1.584962500721156,216.9,19,1,216.9
13740.0,425,23,425,3.3931271734483173,350.75,241,1,350.75
13741.0,217,34,75,3.3696283719395543,222.11,72,3,666.33
13742.0,1107,200,270,4.3247243510085145,256.60583333333335,17,12,3079.27
13743.0,1775,8,360,3.4403969086637485,191.45000000000002,1,7,1340.15
13744.0,1153,54,899,3.406118602321366,540.26,215,2,1080.52
13745.0,486,24,486,2.684560814286289,291.54,163,1,291.54
13748.0,359,24,208,3.457867131472585,186.0625,159,4,744.25
13750.0,516,20,144,3.114786979256811,329.452,54,5,1647.26
13751.0,152,9,152,3.1699250014423126,296.25,289,1,296.25
13752.0,873,63,230,4.354705989806238,190.89666666666668,96,6,1145.38
13753.0,512,35,512,3.1432894453927687,741.26,288,1,741.26
13754.0,214,11,132,3.2516291673878235,141.3,33,2,282.6
13755.0,1219,232,386,3.912875447460934,233.48777777777775,10,9,2101.39
13756.0,2720,61,426,4.345372597334526,376.4290909090909,23,11,4140.72
13758.0,1443,85,832,4.747478365503102,494.34,12,5,2471.7
13759.0,287,24,267,2.9950849518197797,329.705,72,2,659.41
13760.0,197,50,101,3.330744466602935,143.39499999999998,55,2,286.79
13761.0,642,68,418,3.471657772348228,535.325,51,2,1070.65
13763.0,728,15,728,3.189898095464288,1714.96,153,1,1714.96
13764.0,923,182,339,3.7277351724277716,505.47333333333336,71,3,1516.42
13767.0,6245,47,901,4.726246813550877,469.9467741935484,26,31,14568.35
13769.0,1034,72,163,3.9031139412660423,273.24333333333334,93,9,2459.19
13771.0,1476,114,594,3.9592162422928427,657.925,183,4,2631.7
13772.0,540,141,232,3.6355679911141014,374.21000000000004,182,3,1122.63
13774.0,192,22,192,2.733333052681066,345.0,82,1,345.0
13777.0,9234,33,3152,6.1401950571779516,823.1921739130433,25,23,18933.42
13778.0,70,9,70,2.7254805569978684,178.7,104,1,178.7
13780.0,318,56,173,3.264124392675066,180.005,171,2,360.01
13781.0,30,17,30,2.696199049814856,127.84,281,1,127.84
13782.0,369,96,108,3.8108205324302866,151.47666666666666,13,6,908.86
13784.0,2493,9,556,4.171465261790411,223.89,10,11,2462.79
13787.0,281,17,281,3.3180303358642114,202.64,76,1,202.64
13790.0,748,45,748,2.5072622630896366,348.8,212,1,348.8
13791.0,940,7,594,2.8453509366224368,605.04,169,2,1210.08
13792.0,92,13,64,2.565448371820826,97.775,244,2,195.55
13798.0,21280,102,1171,5.647689347887421,597.1094545454545,1,55,32841.02
13799.0,402,32,216,3.1541351553042034,344.42999999999995,117,2,688.86
13800.0,331,33,331,2.995131910102687,558.3199999999999,283,1,558.3199999999999
13801.0,168,23,168,3.0551081512388674,324.8,244,1,324.8
13802.0,2372,54,1104,4.618768874766756,1393.14,139,3,4179.42
13803.0,121,17,121,3.3371753411230762,277.07,256,1,277.07
13804.0,1462,124,417,3.619411015556227,369.77,79,7,2588.39
13805.0,1900,10,1172,3.238901256602631,462.3,53,2,924.5999999999999
13806.0,56,10,56,3.121928094887363,256.38,153,1,256.38
13808.0,782,70,254,4.098227727743763,349.532,47,5,1747.66
13809.0,29,11,29,3.0220552088742005,155.05,161,1,155.05
13810.0,307,30,176,3.5511085007312406,413.755,29,2,827.51
13811.0,63,5,36,1.5709505944546687,259.875,95,2,519.75
13812.0,330,32,190,3.3363781200675358,161.66666666666666,43,3,485.0
13813.0,541,53,175,3.760324451843859,292.21500000000003,31,4,1168.8600000000001
13814.0,862,36,530,3.3944037373346023,781.06,123,2,1562.12
13815.0,2537,131,1343,4.240746123200861,913.7275,23,4,3654.91
13816.0,259,24,169,3.1087444110159326,242.97499999999997,24,2,485.95
13817.0,146,14,146,2.842370993177109,218.28,59,1,218.28
13819.0,1109,26,546,3.6178610297498905,380.1166666666666,38,3,1140.35
13821.0,153,51,110,2.8453052110875086,192.82,145,2,385.64
13822.0,611,90,500,3.36648421796492,316.0,41,2,632.0
13823.0,439,39,325,3.102724195624655,478.83,19,2,957.66
13824.0,768,34,292,4.098178664420125,339.788,6,5,1698.94
13826.0,82,10,82,2.721928094887362,189.5,177,1,189.5
13827.0,138,83,63,3.3601355823616545,136.6,58,3,409.8
13828.0,311,15,311,2.6892464285091586,209.49,23,1,209.49
13831.0,583,58,155,4.566424582427001,358.09,17,5,1790.4499999999998
13832.0,25,3,25,1.584962500721156,40.95,20,1,40.95
13833.0,117,28,117,3.2439821538141276,383.85,278,1,383.85
13835.0,442,48,157,3.277881449242943,208.64249999999998,26,4,834.57
13837.0,182,17,121,3.9477027792200907,133.295,5,2,266.59
13838.0,174,99,90,3.0964370972818465,148.0533333333333,118,3,444.16
13841.0,100,1,100,0.0,85.0,340,1,85.0
13842.0,1605,147,471,3.819386939234179,384.38125,0,8,3075.05
13844.0,196,20,196,2.8282129458410012,361.62,12,1,361.62
13845.0,182,9,182,2.9477027792200907,312.98,183,1,312.98
13846.0,154,27,111,3.2303964110993886,226.82999999999998,25,2,453.66
13848.0,2700,3,1700,2.0,467.5,123,2,935.0
13849.0,1016,97,684,3.639365181746044,768.975,52,2,1537.95
13850.0,941,93,941,3.523717781040053,1586.81,305,1,1586.81
13851.0,1705,77,873,3.9895068368976476,883.82,215,3,2651.46
13853.0,312,23,312,3.468576629687865,1090.1399999999999,58,1,1090.1399999999999
13854.0,2012,36,204,4.836660399801102,324.6121739130435,1,23,7466.08
13856.0,490,10,230,2.9502120649147474,128.36666666666667,95,3,385.1
13858.0,75,11,75,3.095795255000934,216.17000000000002,58,1,216.17000000000002
13859.0,129,27,129,3.3693312611115176,201.16,327,1,201.16
13860.0,589,58,223,3.7013609883952268,248.0,15,5,1240.0
13862.0,1685,97,308,3.2544636501882924,274.61375,19,8,2196.91
13863.0,219,20,219,3.308694969562842,299.56,189,1,299.56
13865.0,204,26,58,3.285917579505495,125.39,0,4,501.56
13866.0,57,7,57,2.521640636343318,145.67,75,1,145.67
13867.0,501,51,285,3.236700051080712,335.03000000000003,75,3,1005.09
13868.0,1964,32,1500,3.7526004683557055,1596.27,301,2,3192.54
13869.0,1553,227,985,4.22276418117922,920.0099999999999,124,3,2760.03
13870.0,1321,91,384,3.905938744566831,344.2675,41,8,2754.14
13871.0,2801,155,376,4.080416680435079,491.5230769230769,23,13,6389.8
13873.0,138,21,74,3.377278130987435,127.23333333333333,2,3,381.7
13875.0,1316,79,311,3.8470074969979597,357.358,38,5,1786.79
13876.0,36,7,36,1.950212064914747,122.7,153,1,122.7
13877.0,108,3,108,1.584962500721156,117.24,87,1,117.24
13878.0,463,35,463,4.3404361462467715,1271.57,55,1,1271.57
13880.0,1788,122,259,3.81889057904298,260.16416666666663,22,12,3121.97
13881.0,10062,72,1066,5.74281649999526,849.476,12,20,16989.52
13882.0,953,54,383,3.829916361801651,238.22600000000003,12,5,1191.13
13883.0,1384,106,517,3.992679438048936,519.54,11,5,2597.7
13884.0,297,45,149,3.911784152116182,156.26,31,5,781.3
13885.0,182,28,159,3.379706048806279,253.39999999999998,201,2,506.8
13886.0,126,16,126,2.48345859334435,243.56,72,1,243.56
13887.0,147,19,147,3.010570934268484,349.55,204,1,349.55
13888.0,254,38,180,3.6820861928883812,297.83500000000004,2,2,595.67
13889.0,146,15,146,2.60623892865339,416.9,123,1,416.9
13890.0,736,69,178,3.485417387766155,186.7288888888889,23,9,1680.56
13892.0,983,26,420,4.032303242743953,158.2425,27,4,632.97
13893.0,190,21,190,2.9803419725690827,821.1,298,1,821.1
13894.0,339,25,138,3.195846815111718,179.03666666666666,24,3,537.11
13895.0,1364,97,511,4.195622383962397,647.03,29,4,2588.12
13897.0,200,17,200,2.7933451941915157,311.16,51,1,311.16
13898.0,133,12,133,2.054585169337799,155.93,326,1,155.93
13899.0,156,19,122,2.8258459340407507,194.26,17,2,388.52
13900.0,430,42,275,3.6162114076837892,246.98333333333335,94,3,740.95
13901.0,1739,144,856,4.058249851375319,573.4399999999999,73,5,2867.2
13904.0,332,24,223,2.954898257169779,166.32,295,2,332.64
13908.0,1469,103,557,3.902344468065038,574.2625,80,4,2297.05
13911.0,2731,120,590,4.020572199452859,286.7677777777778,58,9,2580.91
13914.0,380,28,255,3.5509331340510513,313.225,12,2,626.45
13917.0,228,16,190,3.1279868068776753,136.01999999999998,50,2,272.04
13918.0,1140,30,1040,3.2444138295776113,606.42,50,2,1212.84
13919.0,470,23,335,1.9558917782837364,172.95499999999998,30,2,345.90999999999997
13923.0,185,20,185,3.1659573209491745,351.13,54,1,351.13
13924.0,1563,90,642,4.082709306710347,297.395,18,6,1784.37
13925.0,328,28,211,3.0721096467724873,157.35,63,4,629.4
13926.0,104,11,104,3.095795255000934,223.85,24,1,223.85
13927.0,214,21,214,2.678031708493046,348.99,75,1,348.99
13928.0,129,23,67,3.2878637808880313,116.1425,11,4,464.57
13929.0,139,8,100,3.1699250014423126,401.425,170,2,802.8499999999999
13930.0,274,15,210,2.4980775466236413,168.67000000000002,58,2,337.34
13931.0,721,56,510,3.598794469662077,615.465,215,2,1230.93
13932.0,72,16,72,2.7806390622295667,307.4,295,1,307.4
13933.0,205,23,113,3.0792453930625077,304.395,110,2,608.79
13934.0,390,31,390,3.486139052182781,922.1,264,1,922.1
13936.0,324,25,324,3.1288840705376364,361.28,180,1,361.28
13937.0,123,9,123,2.2810361125534238,158.85,170,1,158.85
13938.0,70,7,70,2.128085278891394,71.66,243,1,71.66
13939.0,843,43,455,3.3713380296060764,185.58333333333334,24,3,556.75
13940.0,516,39,140,3.199166600548513,209.785,18,4,839.14
13941.0,1720,20,586,4.278351811711313,1004.46,22,4,4017.84
13946.0,443,11,180,3.277613436819116,187.19000000000003,80,3,561.57
13947.0,44,5,44,1.370950594454669,90.6,214,1,90.6
13949.0,2474,124,673,3.882451878470983,404.5533333333333,25,6,2427.3199999999997
13950.0,320,31,120,3.456322241886735,178.39,12,4,713.56
13951.0,459,38,175,3.5769614372445386,224.8166666666667,177,3,674.45
13952.0,1424,119,885,4.35791685212879,1623.045,188,2,3246.09
13953.0,2324,8,600,3.326360407952694,502.6133333333333,53,6,3015.68
13954.0,141,22,100,3.5503407095463873,189.29500000000002,71,2,378.59
13955.0,154,33,110,3.441550089371148,161.48,125,2,322.96
13956.0,486,123,249,3.8307210952552038,203.85399999999998,55,5,1019.27
13959.0,237,68,157,3.485246960409882,189.65,80,2,379.3
13960.0,142,11,102,2.6887218755408675,115.10999999999999,22,2,230.22
13962.0,87,11,57,2.8453509366224368,84.775,22,2,169.54999999999998
13963.0,406,28,265,3.6784391908277176,171.08,252,3,513.24
13967.0,42,2,42,1.0,80.7,146,1,80.7
13969.0,4336,322,603,4.6817719819124335,508.19588235294117,17,17,8639.33
13971.0,1820,118,276,4.279077865708234,338.815,19,8,2710.52
13972.0,187,15,145,2.9232314287976213,95.125,71,2,190.25
13973.0,109,11,109,2.8453509366224368,264.7,288,1,264.7
13974.0,249,28,249,2.652401478213412,413.59,50,1,413.59
13975.0,1690,240,539,3.765431780233248,406.365,121,6,2438.19
13976.0,154,10,154,2.8464393446710154,357.98,207,1,357.98
13978.0,315,14,297,3.3735572622751855,98.39500000000001,15,2,196.79
13979.0,639,54,639,3.31159101591122,869.87,74,1,869.87
13980.0,172,11,172,3.277613436819116,200.14,61,1,200.14
13982.0,925,67,353,4.158231866692954,478.82,40,3,1436.46
13983.0,960,78,258,4.416719021718658,206.50181818181818,0,11,2271.52
13984.0,151,9,61,2.1709505944546685,111.07666666666667,27,3,333.22999999999996
13985.0,3439,107,494,3.9355954912377653,468.6926666666667,0,15,7030.39
13986.0,430,12,430,3.085055102756477,320.46,18,1,320.46
13988.0,3042,188,1075,4.397538271855259,690.0416666666666,20,6,4140.25
13989.0,1313,33,869,3.558175479964003,633.04,214,2,1266.08
13990.0,190,16,190,3.1556390622295662,311.3,66,1,311.3
13991.0,992,57,298,4.236939047504314,141.09,13,6,846.54
13992.0,64,5,64,0.9709505944546688,76.8,90,1,76.8
13993.0,894,65,199,4.326275003261152,381.1233333333333,31,9,3430.11
13994.0,932,122,370,4.3251775308448845,379.0233333333333,40,6,2274.14
13995.0,867,54,341,3.035442811992741,276.698,16,5,1383.49
13999.0,1970,95,262,4.043910027329968,324.9054545454546,11,11,3573.96
14000.0,710,15,710,3.506890595608519,635.66,5,1,635.66
14001.0,868,28,538,3.7329145639793975,870.92,46,2,1741.84
14002.0,877,47,818,3.664956002462033,264.865,135,2,529.73
14004.0,2668,102,508,3.943130611055215,654.6628571428572,44,7,4582.64
14005.0,2478,53,1386,3.798579721335393,574.944,10,5,2874.72
14006.0,641,22,236,2.647742678581274,320.73,6,3,962.19
14009.0,361,42,219,3.255445852258416,342.96500000000003,199,2,685.93
